building_id,damage_grade,damage_grade_n
378356,2,1
536684,3,2
296062,3,2
1022768,3,2
308336,2,1
664663,2,1
264039,2,1
1050153,2,1
71361,2,1
156181,2,1
832352,2,1
196974,2,1
276134,1,0
485761,2,1
514514,2,1
975061,2,1
706622,3,2
911136,3,2
281061,2,1
505457,3,2
84897,1,0
448146,1,0
91583,3,2
211936,2,1
994888,2,1
24529,1,0
1046286,2,1
104687,2,1
933735,2,1
766615,2,1
646996,2,1
576105,3,2
288506,3,2
853692,3,2
233829,1,0
88843,3,2
998994,2,1
402259,2,1
360896,2,1
916782,3,2
595994,2,1
251619,3,2
239427,3,2
736631,2,1
1007102,3,2
194085,1,0
771349,2,1
407458,3,2
564948,2,1
413422,2,1
378000,3,2
854383,3,2
559450,2,1
242537,2,1
545363,2,1
1001532,2,1
1051048,2,1
275370,1,0
884411,3,2
812921,2,1
961887,2,1
472862,3,2
685422,2,1
919292,3,2
672805,3,2
563685,3,2
155821,2,1
258146,3,2
925094,3,2
1010617,1,0
770987,1,0
627177,2,1
471162,2,1
886266,2,1
59370,3,2
959205,3,2
14097,2,1
1023537,2,1
592676,3,2
135454,2,1
988666,2,1
591001,2,1
701603,2,1
283116,3,2
235866,1,0
828236,2,1
524412,2,1
823592,2,1
338429,2,1
650134,3,2
588101,2,1
798170,2,1
618308,2,1
655418,3,2
738249,2,1
202089,2,1
966015,2,1
841162,3,2
646317,2,1
46402,1,0
961606,2,1
315965,2,1
514511,2,1
925104,2,1
160314,2,1
683719,3,2
773810,2,1
547457,2,1
685913,3,2
695846,3,2
62265,3,2
904496,2,1
779089,2,1
932376,3,2
187455,2,1
566812,2,1
706764,1,0
677154,1,0
914206,2,1
866457,2,1
786381,2,1
497684,3,2
978615,2,1
663049,3,2
100445,2,1
588578,2,1
377909,2,1
490674,3,2
364584,2,1
542033,1,0
101872,2,1
147560,2,1
626570,2,1
246657,1,0
623739,3,2
187698,2,1
245041,3,2
734393,2,1
970924,2,1
454323,3,2
697811,1,0
156678,2,1
580304,2,1
133500,3,2
755851,3,2
321847,2,1
985362,3,2
323932,2,1
318430,3,2
361562,2,1
847530,3,2
526747,2,1
286290,2,1
408402,3,2
941973,2,1
861713,2,1
498859,2,1
233408,1,0
412252,2,1
609305,2,1
748071,2,1
952001,3,2
576271,1,0
205999,2,1
455048,3,2
839640,1,0
219802,3,2
217728,2,1
678694,1,0
308905,2,1
477646,3,2
834141,2,1
966563,2,1
124954,2,1
1048226,3,2
226597,3,2
716630,2,1
490738,3,2
759718,3,2
481894,2,1
500241,3,2
893964,2,1
263257,3,2
175123,2,1
1025312,2,1
537484,3,2
386440,2,1
305664,1,0
545,2,1
841119,3,2
471202,2,1
886927,2,1
780122,1,0
630547,3,2
267243,2,1
97812,3,2
905362,2,1
1028966,3,2
827587,1,0
356993,3,2
977199,2,1
80464,2,1
557595,2,1
547671,2,1
377501,2,1
513611,2,1
565918,2,1
548926,2,1
370079,3,2
448330,3,2
274667,3,2
730459,3,2
941785,1,0
783171,2,1
564323,2,1
649232,2,1
870188,2,1
1008412,2,1
271376,2,1
1038726,2,1
125046,2,1
421823,3,2
103014,2,1
909160,2,1
53742,2,1
560116,3,2
592556,3,2
294407,3,2
923751,3,2
521757,1,0
281094,3,2
486792,2,1
485245,2,1
216406,2,1
88917,2,1
963760,2,1
261904,2,1
215967,3,2
28719,2,1
471177,2,1
295086,3,2
540826,2,1
302763,2,1
850895,3,2
602937,2,1
287299,3,2
112325,2,1
190071,2,1
84878,2,1
934312,2,1
909922,2,1
134722,2,1
582977,3,2
778969,2,1
965934,2,1
948381,2,1
870519,2,1
786657,3,2
398188,3,2
452921,2,1
1036853,3,2
281631,3,2
466828,2,1
159885,2,1
236340,2,1
226383,1,0
650486,2,1
638549,3,2
781562,2,1
1048540,3,2
185651,3,2
775570,3,2
1003697,2,1
783273,3,2
522043,2,1
645122,2,1
224558,2,1
675667,1,0
403622,2,1
708912,2,1
587598,2,1
318777,2,1
996629,2,1
767334,2,1
308775,2,1
850464,2,1
235351,3,2
355422,3,2
358982,2,1
106145,1,0
560708,2,1
560614,2,1
562669,2,1
34944,3,2
239176,1,0
78131,3,2
331161,2,1
693115,2,1
651811,1,0
4998,2,1
126164,2,1
717156,3,2
873900,2,1
66583,3,2
373813,2,1
414318,2,1
178188,2,1
581116,2,1
392264,2,1
666198,3,2
184935,3,2
164552,3,2
43125,3,2
570208,3,2
710284,3,2
140672,2,1
6546,2,1
852354,3,2
176047,2,1
399199,2,1
444827,2,1
693594,3,2
902492,1,0
830702,2,1
978153,2,1
203705,3,2
746001,1,0
493260,3,2
176627,2,1
789569,2,1
132737,3,2
518124,2,1
350697,1,0
107865,1,0
84735,2,1
472415,2,1
634891,1,0
539220,2,1
742905,2,1
1039633,2,1
289615,3,2
346634,2,1
823,2,1
430689,2,1
992874,2,1
404548,3,2
12971,2,1
654272,2,1
562449,1,0
608139,2,1
270839,2,1
980966,3,2
632157,2,1
358734,2,1
431620,3,2
9813,3,2
969123,2,1
296967,1,0
1046128,2,1
78354,3,2
285511,3,2
656247,2,1
214881,3,2
885641,2,1
941208,2,1
768235,1,0
142581,3,2
931335,2,1
390314,3,2
719593,3,2
959638,3,2
559957,2,1
595221,3,2
211287,3,2
657177,3,2
642344,2,1
713878,3,2
488720,2,1
282906,3,2
1016485,2,1
1246,2,1
27892,1,0
418562,2,1
96478,1,0
334973,2,1
100002,2,1
401202,2,1
452229,2,1
270855,2,1
771590,3,2
512808,2,1
787256,2,1
174522,3,2
170776,2,1
1031181,2,1
943636,2,1
676685,1,0
194074,2,1
979471,2,1
710650,2,1
952471,2,1
1046426,2,1
85610,2,1
613086,1,0
151376,3,2
861193,2,1
687518,2,1
311076,3,2
377541,3,2
177040,2,1
849142,2,1
411385,3,2
924388,1,0
278477,2,1
641265,2,1
104593,2,1
984295,2,1
327638,3,2
592258,2,1
520898,3,2
878996,1,0
590935,2,1
622280,2,1
587036,1,0
108255,3,2
175776,3,2
114049,2,1
313735,2,1
850296,3,2
812997,2,1
906223,2,1
865595,2,1
544445,1,0
622196,2,1
129730,2,1
937562,3,2
723000,3,2
706553,2,1
929548,3,2
418267,2,1
362723,3,2
625754,2,1
941078,2,1
563693,3,2
608470,2,1
324671,3,2
432582,2,1
939686,2,1
336434,2,1
461798,3,2
223306,2,1
8135,3,2
609726,3,2
513678,1,0
1018530,2,1
895773,2,1
936412,1,0
16701,3,2
33047,3,2
715456,3,2
244455,2,1
432219,3,2
711995,2,1
128847,2,1
156273,3,2
457808,3,2
45727,2,1
872367,2,1
59623,3,2
379877,2,1
169173,3,2
420960,2,1
848929,3,2
590805,3,2
969892,2,1
870645,2,1
1022243,2,1
88736,3,2
620307,3,2
436562,2,1
185203,3,2
453371,3,2
809066,3,2
1986,3,2
786346,2,1
416382,2,1
640731,2,1
304938,2,1
353646,2,1
138680,3,2
106247,3,2
312378,3,2
657000,3,2
634057,2,1
912774,2,1
679977,2,1
291739,1,0
424493,2,1
730268,2,1
190444,3,2
279524,1,0
800651,2,1
1020975,3,2
247856,3,2
488718,2,1
214164,2,1
1033070,3,2
784232,2,1
113697,2,1
175966,2,1
250982,2,1
725041,2,1
396320,2,1
334140,2,1
207300,3,2
376218,3,2
761506,2,1
178909,1,0
40693,2,1
473718,3,2
677517,2,1
378902,2,1
377231,2,1
943048,3,2
666184,2,1
291808,2,1
60187,2,1
203226,2,1
879380,2,1
152201,2,1
500074,2,1
120162,3,2
402387,2,1
789963,2,1
545760,2,1
123913,2,1
862538,2,1
532353,2,1
387423,3,2
793244,3,2
796139,2,1
885763,3,2
726012,2,1
1046122,3,2
952979,3,2
8304,3,2
340605,2,1
82724,2,1
456908,2,1
202901,3,2
509357,2,1
444247,3,2
873462,1,0
611711,3,2
860854,2,1
890922,2,1
165404,2,1
338424,3,2
266808,2,1
547524,3,2
144663,3,2
565776,2,1
811989,2,1
637844,2,1
43346,2,1
566471,2,1
793765,2,1
431061,2,1
695833,2,1
555916,1,0
426331,2,1
87073,3,2
435389,3,2
712988,1,0
765456,2,1
831197,1,0
951974,2,1
371942,2,1
857217,2,1
647169,3,2
372469,2,1
628384,3,2
335630,2,1
944197,3,2
662714,2,1
361633,2,1
671701,2,1
39986,3,2
622637,2,1
64322,2,1
986781,2,1
654870,3,2
508003,3,2
835939,2,1
1033885,2,1
125915,1,0
165694,2,1
929100,2,1
581691,2,1
631985,1,0
1038216,1,0
43386,3,2
806785,3,2
722538,3,2
287519,3,2
891488,2,1
484533,2,1
335492,2,1
15646,2,1
480821,3,2
297249,1,0
996635,3,2
1051319,2,1
150463,2,1
519896,3,2
1029901,3,2
522184,2,1
647665,3,2
760500,2,1
259493,2,1
654220,3,2
1022431,3,2
478820,3,2
872207,2,1
322508,3,2
616510,2,1
255439,2,1
37474,2,1
91860,2,1
578004,1,0
550869,2,1
737275,1,0
579115,2,1
911330,2,1
804241,3,2
253774,3,2
187886,2,1
408074,3,2
314230,3,2
698822,3,2
450664,2,1
1001570,2,1
50423,2,1
263311,3,2
472473,3,2
467127,2,1
527181,3,2
398590,2,1
363969,2,1
288757,2,1
93201,1,0
1000203,2,1
325676,2,1
726133,1,0
531617,2,1
176071,3,2
217722,3,2
656637,2,1
518431,2,1
339611,2,1
348213,1,0
394799,3,2
404369,2,1
255571,2,1
761823,2,1
5488,3,2
618269,1,0
349373,2,1
111276,2,1
408713,3,2
193155,2,1
964245,1,0
938934,3,2
269369,3,2
834801,2,1
822798,2,1
109140,2,1
933862,3,2
88362,3,2
482299,2,1
825087,3,2
180497,3,2
883201,3,2
707039,3,2
699979,3,2
105412,1,0
505685,2,1
43597,3,2
410568,2,1
530981,2,1
74948,3,2
1002891,1,0
24652,2,1
636214,2,1
828246,3,2
768323,2,1
1026598,2,1
432424,2,1
60272,2,1
193181,2,1
648677,3,2
670296,2,1
579808,2,1
63412,2,1
785267,1,0
966614,3,2
106526,2,1
965717,2,1
68090,1,0
378828,2,1
398303,1,0
574852,2,1
306901,3,2
681277,3,2
261308,3,2
349960,2,1
153316,2,1
674748,2,1
125224,3,2
954717,2,1
367260,3,2
894300,3,2
751945,3,2
964383,2,1
473693,2,1
178806,3,2
493706,2,1
883974,3,2
677346,2,1
816606,2,1
591207,2,1
864575,2,1
996429,2,1
447384,2,1
132571,3,2
685017,3,2
842862,2,1
646716,2,1
718540,2,1
616701,2,1
1001750,3,2
116186,2,1
17143,2,1
974391,2,1
632745,2,1
956963,2,1
649812,1,0
579536,3,2
155472,3,2
475489,3,2
343910,2,1
15527,3,2
797115,2,1
596493,1,0
508466,2,1
239461,3,2
188722,1,0
17287,2,1
240291,2,1
886666,2,1
69186,3,2
649059,2,1
221418,3,2
800116,3,2
929487,2,1
12601,2,1
899852,3,2
341674,3,2
729938,3,2
337936,2,1
518017,3,2
596392,3,2
550645,3,2
89424,2,1
693390,2,1
985206,2,1
73170,2,1
335300,2,1
569174,2,1
21444,2,1
660270,3,2
63792,2,1
597816,3,2
832202,2,1
447599,3,2
673216,2,1
866064,3,2
723432,3,2
476143,2,1
224908,3,2
1030935,2,1
724872,3,2
199827,2,1
532469,3,2
680543,3,2
730058,2,1
459749,2,1
429466,2,1
262236,3,2
1042794,3,2
154563,1,0
368781,3,2
445204,2,1
685534,2,1
223428,2,1
540511,2,1
556784,3,2
948329,2,1
955000,3,2
195573,3,2
777268,2,1
754661,2,1
552349,2,1
978843,2,1
976022,1,0
290639,2,1
708458,2,1
133017,2,1
816808,3,2
984044,3,2
714850,3,2
793323,3,2
439883,2,1
341268,2,1
674832,3,2
282756,3,2
999631,2,1
184794,2,1
92465,3,2
932906,3,2
770333,2,1
974017,2,1
174341,2,1
859996,2,1
632603,1,0
725136,3,2
905410,2,1
810134,2,1
269433,2,1
121779,3,2
734215,1,0
969784,3,2
467592,2,1
754168,2,1
178989,3,2
267679,3,2
746805,2,1
397854,3,2
781664,2,1
56192,3,2
729294,3,2
748295,2,1
330579,1,0
372132,2,1
431128,2,1
920696,2,1
453325,2,1
911852,2,1
13439,2,1
756013,2,1
981412,2,1
187798,3,2
47242,2,1
764709,2,1
532763,2,1
639274,1,0
812119,2,1
155801,3,2
340826,3,2
40974,3,2
100913,3,2
968549,2,1
762850,2,1
274625,3,2
1010474,2,1
668384,1,0
553823,2,1
107487,3,2
645502,1,0
214729,2,1
618488,1,0
10401,2,1
942810,2,1
293579,2,1
232822,3,2
270440,2,1
990829,2,1
945504,3,2
547384,2,1
1010647,2,1
679590,2,1
113217,2,1
214846,2,1
348418,2,1
285102,2,1
903133,3,2
810082,3,2
690861,3,2
555264,3,2
300855,3,2
915284,2,1
662855,2,1
438153,2,1
402456,2,1
561167,3,2
748637,3,2
847960,3,2
804250,2,1
81154,2,1
85110,2,1
978827,3,2
770270,1,0
305357,2,1
21353,3,2
389348,1,0
1037214,3,2
691790,3,2
212360,2,1
71575,1,0
935374,2,1
547011,2,1
188818,2,1
774170,3,2
1009951,2,1
253335,1,0
989340,3,2
290002,3,2
1038766,2,1
350567,2,1
159493,2,1
704875,3,2
102482,2,1
601332,3,2
640007,2,1
1011700,2,1
454041,2,1
898335,3,2
240594,2,1
86803,3,2
550421,2,1
941343,2,1
97947,1,0
688601,2,1
536427,3,2
213477,2,1
161976,3,2
675392,3,2
921829,3,2
887496,2,1
232989,2,1
61971,1,0
646026,3,2
172940,3,2
389522,1,0
150091,2,1
259542,2,1
987985,2,1
94827,2,1
937197,2,1
162771,3,2
405467,2,1
331736,1,0
611174,2,1
243219,3,2
1023367,1,0
538169,3,2
446007,2,1
422767,3,2
35078,3,2
444017,3,2
94907,2,1
693752,3,2
705885,2,1
919457,2,1
372089,2,1
1007908,2,1
555450,2,1
256281,2,1
281416,2,1
448482,3,2
574924,2,1
258712,3,2
371316,2,1
618445,2,1
3978,2,1
498993,3,2
1027835,2,1
460362,3,2
735117,3,2
972415,3,2
516207,2,1
175745,2,1
849477,2,1
477512,2,1
867946,2,1
842543,3,2
800891,3,2
752259,3,2
515335,3,2
324800,2,1
1005806,2,1
1015716,2,1
124636,2,1
431720,2,1
369343,2,1
320509,3,2
357262,2,1
915192,2,1
606819,3,2
723290,2,1
429274,3,2
516729,3,2
79411,2,1
761480,2,1
321573,2,1
455318,2,1
156916,3,2
290624,1,0
520959,3,2
437653,2,1
682490,2,1
545023,1,0
450034,2,1
618923,2,1
197515,1,0
303734,2,1
1022171,2,1
299566,3,2
1045004,2,1
505726,3,2
1028338,3,2
289127,2,1
78403,3,2
146418,2,1
575180,2,1
684581,2,1
920859,2,1
577611,1,0
152571,2,1
147974,2,1
165499,3,2
138831,3,2
274336,3,2
140309,1,0
691350,3,2
773696,3,2
574765,2,1
1041270,1,0
559454,3,2
262717,2,1
1023021,3,2
531096,2,1
678325,3,2
68793,3,2
627208,2,1
714853,3,2
532246,2,1
579124,2,1
901127,2,1
851148,3,2
21208,2,1
976388,2,1
723640,2,1
105494,2,1
397606,1,0
528420,2,1
286849,2,1
555485,2,1
558165,2,1
633607,3,2
278020,2,1
426959,2,1
939010,3,2
471539,2,1
908319,3,2
742549,3,2
996522,3,2
902185,1,0
368862,1,0
758639,3,2
157018,2,1
907657,2,1
728029,3,2
109626,1,0
394737,2,1
531029,2,1
764114,2,1
900371,2,1
748684,2,1
64783,1,0
458665,1,0
169299,2,1
351357,1,0
961850,3,2
431407,2,1
136279,2,1
508927,1,0
680424,3,2
448458,2,1
190749,2,1
253058,3,2
313428,2,1
679807,3,2
330276,2,1
959089,2,1
328578,2,1
317960,2,1
1038733,1,0
864441,2,1
378460,1,0
371305,2,1
179312,3,2
656019,2,1
910182,3,2
538712,2,1
899218,2,1
664597,3,2
57005,1,0
818968,3,2
247505,2,1
1003570,3,2
1047753,2,1
445796,2,1
829791,2,1
1031471,3,2
78807,3,2
192899,2,1
254772,2,1
852692,2,1
818978,3,2
997727,2,1
817520,3,2
828241,3,2
89344,3,2
546267,2,1
401710,2,1
46516,2,1
820893,3,2
411596,3,2
106642,3,2
62775,2,1
684091,1,0
525834,2,1
455921,2,1
388097,3,2
314798,2,1
174707,2,1
284633,1,0
98302,3,2
910896,2,1
1034444,3,2
224090,3,2
559533,2,1
670218,3,2
222249,2,1
318181,2,1
105765,2,1
882712,2,1
27448,2,1
609789,2,1
679863,3,2
826445,3,2
268773,3,2
665564,1,0
198197,3,2
40990,3,2
565455,3,2
308223,3,2
102474,3,2
661360,2,1
79405,2,1
87246,3,2
505202,3,2
422920,3,2
208141,2,1
889792,2,1
760269,1,0
816849,3,2
1011844,3,2
291571,2,1
412564,3,2
28678,2,1
65327,1,0
779758,2,1
1027658,3,2
835450,2,1
732639,1,0
753052,3,2
743288,3,2
595642,3,2
589018,2,1
325086,2,1
592854,2,1
356769,3,2
35199,2,1
569817,2,1
825774,2,1
501103,3,2
600049,3,2
9339,2,1
996179,2,1
179681,3,2
295148,2,1
216310,3,2
918677,1,0
350594,2,1
495993,3,2
581971,3,2
1004011,2,1
246844,2,1
85553,2,1
217107,2,1
911522,3,2
527279,3,2
468569,1,0
269534,3,2
1011726,2,1
379865,2,1
44049,2,1
378369,2,1
21026,2,1
512873,2,1
585852,2,1
493757,2,1
493881,2,1
121978,2,1
88028,2,1
964736,3,2
492388,3,2
223421,3,2
617614,2,1
218365,2,1
567900,1,0
106930,3,2
269587,3,2
892824,2,1
913780,2,1
945344,3,2
590867,2,1
509847,3,2
121159,2,1
214317,2,1
209040,3,2
369167,2,1
932244,2,1
291803,2,1
476481,3,2
297070,2,1
206900,2,1
200393,2,1
773866,2,1
1017360,3,2
354705,3,2
854475,3,2
844087,2,1
765789,2,1
196554,2,1
135243,2,1
213343,3,2
213362,1,0
904226,2,1
567304,3,2
1028453,1,0
634291,2,1
230228,3,2
360148,2,1
889,3,2
650004,2,1
577256,3,2
70606,3,2
499142,3,2
627872,2,1
732923,2,1
684092,2,1
269875,2,1
831183,2,1
61922,2,1
386839,1,0
583723,1,0
520010,2,1
503256,3,2
670349,2,1
502878,2,1
245684,3,2
643786,3,2
764381,1,0
737571,3,2
573662,2,1
481121,3,2
63913,2,1
378266,3,2
684910,1,0
278916,3,2
941456,2,1
898100,1,0
474803,2,1
58552,3,2
867438,1,0
490302,3,2
23805,2,1
905936,3,2
394623,3,2
618758,1,0
310933,3,2
289419,2,1
227302,1,0
38582,2,1
935448,1,0
695304,3,2
166405,3,2
732075,3,2
519582,2,1
244710,1,0
762517,2,1
859465,2,1
572169,2,1
1007963,2,1
859929,3,2
322702,2,1
662728,2,1
650070,1,0
573883,2,1
700212,2,1
612681,2,1
915376,1,0
10782,2,1
142601,3,2
686855,1,0
781553,3,2
533632,2,1
173976,3,2
27147,2,1
583438,3,2
636373,3,2
258846,2,1
188482,3,2
390894,3,2
948309,2,1
949363,3,2
298667,3,2
496181,3,2
789468,2,1
934599,2,1
413515,3,2
820583,3,2
51014,1,0
880527,2,1
443824,2,1
295941,1,0
586477,3,2
797952,2,1
751039,2,1
92183,3,2
723081,3,2
215577,2,1
513501,2,1
166671,1,0
483606,2,1
223634,2,1
427127,3,2
718841,3,2
268552,3,2
345861,2,1
970746,1,0
799435,3,2
268572,3,2
410655,2,1
1044980,3,2
957939,2,1
391879,3,2
157699,3,2
107623,3,2
222057,3,2
850166,3,2
74499,3,2
270250,1,0
179247,3,2
708564,2,1
977046,2,1
776658,2,1
116282,1,0
894863,2,1
619086,3,2
205785,3,2
36884,2,1
279598,2,1
821323,2,1
224734,1,0
107422,2,1
365934,2,1
663679,2,1
288361,2,1
816756,1,0
92527,1,0
990540,3,2
155581,2,1
255631,3,2
98108,2,1
106121,3,2
1038672,2,1
143374,2,1
1034571,1,0
711326,1,0
297877,2,1
599272,2,1
594805,3,2
675409,1,0
909042,2,1
224966,1,0
102210,3,2
264448,2,1
61803,2,1
423956,1,0
700389,3,2
531623,1,0
605071,3,2
665187,3,2
77282,2,1
98534,3,2
64774,3,2
801551,2,1
1042457,3,2
182575,3,2
90751,2,1
799447,3,2
1003783,2,1
419203,2,1
384116,3,2
955369,2,1
859160,3,2
814065,1,0
249729,1,0
681620,2,1
478081,3,2
983806,2,1
140850,2,1
1049516,2,1
871351,2,1
885660,3,2
877236,3,2
282438,3,2
379426,2,1
511071,3,2
581192,2,1
716178,3,2
569892,2,1
730554,3,2
69827,3,2
228625,2,1
66448,2,1
157323,2,1
160858,3,2
13614,2,1
549055,2,1
344240,2,1
832143,3,2
138218,3,2
399589,3,2
984618,2,1
107931,2,1
155900,2,1
969,1,0
901644,2,1
1042442,2,1
894688,2,1
75388,2,1
314032,2,1
465510,3,2
470516,3,2
173268,1,0
465850,3,2
8085,1,0
312801,3,2
85026,2,1
294043,1,0
1005173,1,0
44500,3,2
568578,3,2
641553,2,1
1027628,3,2
440301,2,1
719454,2,1
583774,1,0
787541,1,0
741757,3,2
997164,2,1
351249,2,1
121528,3,2
54695,2,1
742597,2,1
810645,2,1
265019,3,2
899568,2,1
640630,3,2
360876,2,1
1033119,2,1
8979,3,2
870831,3,2
341894,3,2
787555,2,1
914900,2,1
1563,2,1
220688,2,1
852116,3,2
313073,3,2
27116,2,1
7092,3,2
922122,2,1
78527,2,1
542460,3,2
611324,3,2
230533,2,1
56349,2,1
823987,2,1
518374,2,1
1006365,2,1
743954,3,2
1044201,3,2
539165,2,1
68928,1,0
982127,2,1
202107,2,1
592337,2,1
808000,2,1
168485,3,2
172855,2,1
602235,2,1
29972,2,1
445985,3,2
861874,2,1
393861,3,2
660909,3,2
478559,3,2
671621,1,0
1016704,2,1
253077,1,0
1005688,2,1
638747,2,1
91738,2,1
51917,3,2
259755,2,1
1013877,2,1
261670,3,2
312810,2,1
385721,2,1
30358,2,1
933940,2,1
76733,3,2
105561,3,2
387907,3,2
40044,2,1
342009,2,1
949421,3,2
664754,2,1
174870,2,1
418087,2,1
274404,3,2
579906,2,1
341479,2,1
415150,2,1
893439,2,1
764828,3,2
679383,2,1
625352,3,2
122132,2,1
319941,2,1
623020,2,1
875475,3,2
250811,1,0
393771,1,0
164761,3,2
510987,3,2
731286,2,1
857102,3,2
279686,3,2
83204,3,2
669251,3,2
964428,1,0
975768,1,0
841265,2,1
933388,2,1
887326,2,1
805700,2,1
635770,3,2
589962,3,2
734097,1,0
247532,2,1
510155,2,1
628885,2,1
865993,2,1
477495,2,1
1016308,2,1
500078,2,1
394758,3,2
736587,1,0
698230,2,1
362183,2,1
121720,1,0
354001,2,1
201192,3,2
881309,2,1
730962,1,0
791819,3,2
681215,3,2
420025,2,1
116666,3,2
1013628,2,1
102877,2,1
508182,3,2
77361,3,2
942003,2,1
17522,3,2
570562,2,1
469491,1,0
68034,2,1
336414,3,2
419393,3,2
407501,3,2
286551,3,2
246428,3,2
702370,3,2
86745,2,1
475876,3,2
800816,3,2
415999,2,1
544052,2,1
1043083,2,1
985891,2,1
699418,2,1
654668,2,1
381701,1,0
60789,2,1
558210,3,2
314271,2,1
38226,3,2
869172,3,2
619641,1,0
943656,1,0
63770,2,1
68328,2,1
869947,3,2
751683,2,1
954203,2,1
305560,3,2
661877,3,2
267920,3,2
968305,3,2
859234,2,1
261646,3,2
120266,2,1
855462,1,0
218197,2,1
996951,2,1
665717,2,1
84613,2,1
1760,2,1
442408,3,2
959882,2,1
184933,2,1
309660,3,2
310615,3,2
79779,2,1
928787,1,0
346343,2,1
250936,3,2
747638,3,2
46579,2,1
166859,2,1
242604,3,2
118078,3,2
887480,1,0
341254,3,2
652119,2,1
364999,3,2
320241,3,2
349563,3,2
517945,2,1
114799,3,2
436046,2,1
262288,3,2
707367,2,1
655629,2,1
1046890,2,1
577921,3,2
11086,2,1
197695,1,0
643865,1,0
114554,2,1
299008,2,1
925451,1,0
24074,3,2
958546,3,2
9681,2,1
162569,2,1
63262,3,2
869181,2,1
92525,2,1
1052308,2,1
388852,2,1
572063,2,1
106528,2,1
703282,3,2
693367,2,1
22085,3,2
35126,1,0
581715,3,2
894837,3,2
224620,2,1
680207,1,0
37212,3,2
482195,2,1
29125,2,1
777345,3,2
830632,3,2
955810,2,1
698887,2,1
802656,2,1
950807,2,1
1034449,2,1
35064,2,1
392064,2,1
495417,3,2
226024,3,2
106784,2,1
898707,2,1
552298,2,1
324722,2,1
548726,2,1
244996,2,1
274820,2,1
477260,2,1
572510,2,1
236653,2,1
394617,2,1
37676,2,1
787754,1,0
537303,2,1
760809,2,1
568348,3,2
770243,2,1
529173,2,1
269466,3,2
517355,1,0
916594,3,2
100568,2,1
4690,3,2
946712,2,1
326308,1,0
511207,1,0
259488,2,1
894526,2,1
953319,1,0
850294,1,0
655062,2,1
988391,1,0
945774,3,2
656823,3,2
489764,1,0
629589,3,2
609916,3,2
1049112,2,1
632129,2,1
1047924,2,1
266493,3,2
545892,3,2
166311,2,1
202040,1,0
270299,3,2
100888,2,1
488737,3,2
227186,3,2
385498,3,2
244030,1,0
667522,3,2
636595,2,1
4745,3,2
1025629,3,2
847262,2,1
714726,2,1
647117,3,2
470871,3,2
347767,1,0
666038,3,2
724625,2,1
114944,2,1
761050,3,2
466279,3,2
964946,2,1
254054,2,1
188452,2,1
1023618,3,2
354426,3,2
543856,2,1
27268,2,1
381833,3,2
276154,2,1
161862,2,1
321481,3,2
520228,3,2
294611,2,1
769671,2,1
930416,2,1
69066,3,2
358825,1,0
477537,2,1
37369,2,1
778818,2,1
137474,2,1
47139,2,1
595005,3,2
77477,1,0
460066,1,0
475744,2,1
158156,2,1
652816,3,2
192719,1,0
457294,1,0
327686,2,1
175534,3,2
504796,2,1
893643,2,1
584395,2,1
341871,3,2
497823,2,1
854477,2,1
129762,3,2
744779,3,2
98196,3,2
1013936,1,0
927091,3,2
977790,3,2
926411,2,1
533737,2,1
214857,3,2
633863,2,1
901898,2,1
149231,2,1
334952,2,1
795147,2,1
637804,2,1
762204,2,1
664159,2,1
529404,2,1
725925,2,1
561691,3,2
747545,3,2
536603,2,1
55972,2,1
867673,1,0
125949,3,2
557664,2,1
668390,3,2
918345,2,1
572174,3,2
588735,2,1
406960,1,0
1030109,3,2
548092,2,1
166847,3,2
1002136,2,1
1042960,2,1
680773,2,1
806245,3,2
910204,2,1
921126,3,2
1035361,3,2
315847,2,1
415769,2,1
888240,2,1
520215,2,1
325938,2,1
27614,2,1
848418,2,1
837799,2,1
320800,3,2
401869,3,2
613979,3,2
978366,2,1
117960,2,1
125783,2,1
116130,2,1
647810,2,1
978079,1,0
365849,2,1
391363,3,2
468910,2,1
332777,2,1
898416,3,2
773910,3,2
813315,3,2
1007539,1,0
304555,1,0
436629,3,2
98132,2,1
525273,2,1
558468,2,1
77308,2,1
487885,2,1
972651,1,0
109657,3,2
166277,3,2
909860,2,1
632411,2,1
256710,2,1
141485,2,1
287001,3,2
606632,1,0
144847,2,1
203170,2,1
902000,2,1
165475,3,2
854103,3,2
628006,3,2
843317,2,1
795712,2,1
118020,2,1
783352,2,1
395109,3,2
706859,2,1
846888,3,2
37392,2,1
79114,3,2
4290,2,1
856728,3,2
507773,1,0
685207,3,2
659037,3,2
1044925,3,2
1050693,3,2
251935,3,2
511499,2,1
739807,3,2
281033,2,1
965872,3,2
719224,3,2
849943,3,2
106314,2,1
940481,3,2
129065,2,1
1014380,2,1
842880,2,1
378407,2,1
966068,2,1
271370,1,0
597466,3,2
25097,2,1
618736,2,1
114349,2,1
864037,3,2
124789,2,1
266076,2,1
376548,3,2
704769,1,0
822671,2,1
429784,2,1
376888,3,2
144735,3,2
1014020,2,1
603539,2,1
934333,3,2
196102,3,2
1045036,3,2
591294,3,2
558152,2,1
577377,2,1
1027858,1,0
439630,2,1
499895,3,2
252545,3,2
253399,2,1
586590,3,2
717747,3,2
37866,3,2
856351,3,2
128737,3,2
741718,2,1
1043620,1,0
52771,3,2
254208,3,2
846486,2,1
721071,2,1
983509,2,1
451642,2,1
